rank,trial_id,trial_source,search_metric,search_score,val_mae,val_rmse,val_mape,val_r2,best_iterations,learning_rate,num_leaves,max_depth,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,min_gain_to_split
1,0,baseline,mae,2.1184566020965576,2.1184566020965576,2.9092598372959606,3.5868232250213623,0.9487618138877092,"[714, 538, 514, 406, 267, 379]",0.02,255,8,40,0.7,1.0,3,0.1,0.0,0.1
