iteration,train_l1,train_l2,val_l1,val_l2
1,9.932757337325265,151.24969775165545,10.10115618357852,157.57523108841264
2,9.699081614308577,144.3247092851767,9.864116066919904,150.39253675175914
3,9.4731149047435,137.7821405604871,9.637376458141699,143.62427457958765
4,9.256803919341003,131.7009339935377,9.419247724002224,137.27799625041192
5,9.046544565568198,125.86671129692608,9.207881929998395,131.22378061641768
6,8.839928167407242,120.27383081023821,8.999130157556191,125.40755489131878
7,8.638391058738948,114.9492546952767,8.797475627142152,119.92007301995427
8,8.443873800784536,109.94333979829061,8.603007743341173,114.75224009886942
9,8.25980416667799,105.32416260260781,8.419523522065981,109.9734993647567
10,8.082818234742199,100.93661765147327,8.241634093584247,105.4173273025954
11,7.9139877837842265,96.82815396045974,8.071499137766022,101.14069496388178
12,7.750005256281442,92.92374254611678,7.9047314586688975,97.06884427422948
13,7.590535989194286,89.18646784195751,7.744799727078618,93.21151962744656
14,7.440483063303374,85.7395768037411,7.592904065898048,89.63812368681245
15,7.293494743722446,82.4327190940604,7.4421619014675375,86.14788050172427
16,7.151692492599566,79.31490048161042,7.298212108940247,82.90331601112368
17,7.012855142513655,76.33001521436402,7.158631249318655,79.84079230793111
18,6.882500432120446,73.53784733291032,7.025748422990835,76.92823065138118
19,6.754371039419024,70.88272689819317,6.895817255019187,74.16878150187023
20,6.6276962306663085,68.29139750996801,6.770104213225576,71.50716535271036
21,6.508354182449906,65.8963444440727,6.650133926680976,69.02191696119037
22,6.3929002280934775,63.62800209319936,6.532628357157897,66.6475231894097
23,6.278707195743209,61.425009517629206,6.4206332617382635,64.39419011147608
24,6.172745814068044,59.41548026413185,6.3125331022513205,62.27920036841968
25,6.068679261875156,57.47979084280357,6.207873611624983,60.26146642406442
26,5.965866455828881,55.580450389902744,6.108757608389267,58.37156689593044
27,5.864858582320112,53.74897856085833,6.0082480334062724,56.48579744872396
28,5.771450923237428,52.086267705342465,5.912680898450526,54.72591517570273
29,5.6810422943431655,50.51464768170956,5.822213768091486,53.0848474047287
30,5.594503111350134,49.03887512494186,5.734487423090435,51.53402347648756
31,5.510854924946247,47.62425726629129,5.650911541236891,50.076538852888135
32,5.430110648428735,46.27125642243069,5.573644987834432,48.74174702525732
33,5.35123312577634,44.97784526940495,5.495454555063958,47.40553069230568
34,5.274965592314983,43.742375792257526,5.419849160789383,46.122236135109375
35,5.204463275725035,42.61905806327688,5.34983940934339,44.964378522289444
36,5.134277572215823,41.50661121061658,5.2817443006986124,43.86461443133084
37,5.066883890103798,40.451476730338946,5.211439397721327,42.7360640969594
38,5.002134188698051,39.44718809114349,5.147064832592233,41.69717155930837
39,4.934492066434974,38.42113207985661,5.080853438278828,40.63996786525559
40,4.870196586856983,37.46713934828469,5.019786704032617,39.68471148454611
41,4.812273318688532,36.60560579508824,4.964519036310862,38.838175528494546
42,4.757178247941994,35.81062295093832,4.90786427878098,37.996063034206784
43,4.701370414829273,35.005430451824644,4.851828541190383,37.151471292877886
44,4.649029811564064,34.25809874620799,4.799799885669947,36.404417680225265
45,4.596783399455754,33.52456010349789,4.749413396594617,35.662636381693815
46,4.544937030875044,32.80171469989603,4.6992265980424515,34.93206815828983
47,4.49988296357532,32.18015959423413,4.655647075978033,34.30708830408591
48,4.453341934273755,31.54418668311208,4.609520431393833,33.64681694927245
49,4.40746220938668,30.930131545490088,4.564653847552587,33.02128570628594
50,4.367151837066105,30.39588898038432,4.525327344361688,32.48567185334086
51,4.321962758211614,29.800753578323743,4.481687241930902,31.898902761601132
52,4.281390589397563,29.269149808840535,4.442187167843442,31.356522402128874
53,4.242026759589457,28.75365825177519,4.403895540060483,30.825748524040904
54,4.20171307351237,28.23531765781569,4.365169901787237,30.31210469316817
55,4.166904291272228,27.78535919257184,4.333454334501348,29.887222710966157
56,4.129445160370658,27.311624048672293,4.296473359811827,29.398512926044212
57,4.0943377900432205,26.87235700212293,4.2606976208734135,28.935798671766392
58,4.059773190170711,26.447072034086187,4.226821600733497,28.502871249078755
59,4.026453814768706,26.03913238894043,4.195367073538223,28.103571894934436
60,3.994242656255206,25.64738515859302,4.164123892386269,27.705143213653226
61,3.9633789130081007,25.275409877399806,4.134574350266775,27.328649415013622
