feature,gain_importance,split_importance,mean_gain_importance,mean_split_importance
cond_thunder_t0,893730.7830486298,796,148955.13050810495,132.66666666666666
temperature_f_window_96_max,884262.5833683014,1288,147377.09722805023,214.66666666666666
temperature_f_lag_12,871488.784526825,1057,145248.13075447083,176.16666666666666
temperature_f_window_6_max,843379.1470079422,782,140563.19116799036,130.33333333333334
wind_speed_mph_window_24_mean,841658.4058170319,3191,140276.4009695053,531.8333333333334
temperature_f_window_6_mean,792072.3300461769,1411,132012.05500769615,235.16666666666666
humidity_pct_window_6_max,770116.5901403427,672,128352.76502339046,112.0
pressure_in_window_24_std,768180.7805833817,2533,128030.13009723027,422.1666666666667
temperature_f_window_24_delta_from_mean,737758.2054293156,2873,122959.70090488593,478.8333333333333
month_sin_t0,663586.6652355194,1012,110597.77753925323,168.66666666666666
humidity_pct_window_24_mean,632392.6192922592,2253,105398.7698820432,375.5
pressure_in_window_48_std,619931.0242819786,2395,103321.83738032977,399.1666666666667
pressure_in_window_48_delta_from_mean,610468.5981225967,2224,101744.76635376613,370.6666666666667
temperature_f_window_12_std,610103.1288948059,2242,101683.85481580098,373.6666666666667
dew_point_f_window_48_delta_from_mean,604500.5618433952,1785,100750.09364056587,297.5
dew_point_f_window_6_mean,582269.862496376,1341,97044.97708272934,223.5
pressure_in_window_12_std,566651.7408485413,2360,94441.95680809021,393.3333333333333
dew_point_f_window_3_max,514023.4513311386,587,85670.57522185643,97.83333333333333
temperature_f_window_6_std,503093.53867435455,2044,83848.92311239243,340.6666666666667
wind_speed_mph_window_48_std,501523.01389694214,2567,83587.16898282368,427.8333333333333
humidity_pct_window_96_delta_from_mean,501082.76190280914,2402,83513.79365046819,400.3333333333333
humidity_pct_window_48_delta_from_mean,498151.99109458923,2001,83025.3318490982,333.5
wind_speed_mph_window_96_delta_from_mean,489517.7452735901,2170,81586.29087893169,361.6666666666667
humidity_pct_window_24_std,479766.05650138855,2407,79961.00941689809,401.1666666666667
temperature_f_window_48_delta_from_mean,476433.856007576,1923,79405.64266792934,320.5
cond_rain_t0,475310.26079177856,864,79218.37679862976,144.0
pressure_in_window_96_delta_from_mean,462268.7813949585,2044,77044.79689915974,340.6666666666667
temperature_f_window_48_std,457854.1777334213,2073,76309.02962223689,345.5
humidity_pct_window_96_std,456515.65897369385,2244,76085.9431622823,374.0
dew_point_f_window_96_mean,455128.8366947174,1702,75854.80611578624,283.6666666666667
dew_point_f_window_6_delta_from_mean,446359.25583696365,1687,74393.20930616061,281.1666666666667
humidity_pct_window_48_std,438474.9739551544,2140,73079.16232585907,356.6666666666667
wind_speed_mph_window_24_std,437582.70500183105,2328,72930.4508336385,388.0
humidity_pct_window_12_delta_from_mean,434222.1506705284,1912,72370.35844508807,318.6666666666667
humidity_pct_window_24_min,433701.02474212646,1471,72283.50412368774,245.16666666666666
temperature_f_lag_24,430773.04780864716,1186,71795.50796810786,197.66666666666666
wind_speed_mph_window_96_std,409577.6098937988,2267,68262.9349822998,377.8333333333333
humidity_pct_window_6_mean,404558.4272556305,1268,67426.40454260509,211.33333333333334
wind_speed_mph_window_12_std,394392.6381444931,1980,65732.10635741551,330.0
dew_point_f_window_96_delta_from_mean,391053.89108991623,1858,65175.64851498604,309.6666666666667
wind_speed_mph_window_96_mean,390506.74981975555,2054,65084.458303292595,342.3333333333333
humidity_pct_window_12_mean,384875.0412464142,1472,64145.840207735695,245.33333333333334
pressure_in_window_96_std,383405.4413022995,2230,63900.90688371658,371.6666666666667
humidity_pct_window_96_mean,370479.38174819946,1903,61746.56362469991,317.1666666666667
dew_point_f_window_12_delta_from_mean,368228.16933107376,1678,61371.36155517896,279.6666666666667
wind_speed_mph_window_48_mean,365051.7093219757,1824,60841.95155366262,304.0
temperature_f_window_6_min,352673.9329919815,501,58778.98883199692,83.5
humidity_pct_window_12_std,352656.05079364777,1855,58776.00846560796,309.1666666666667
pressure_in_window_24_mean,351138.3089456558,1372,58523.051490942635,228.66666666666666
humidity_pct_window_6_delta_from_mean,346588.8676767349,1460,57764.81127945582,243.33333333333334
wind_speed_mph_window_6_std,343439.9408342838,1777,57239.9901390473,296.1666666666667
dew_point_f_window_3_delta_from_mean,338659.8875198364,1333,56443.314586639404,222.16666666666666
wind_speed_mph_t0,327810.3942632675,1229,54635.065710544586,204.83333333333334
cond_fog_t0,323241.14031505585,477,53873.52338584264,79.5
dew_point_f_window_96_std,322615.0046710968,1975,53769.1674451828,329.1666666666667
temperature_f_window_96_std,321002.66596889496,1979,53500.44432814916,329.8333333333333
pressure_in_window_6_mean,320434.3957543373,1121,53405.732625722885,186.83333333333334
pressure_in_lag_24,317584.5322742462,1081,52930.75537904104,180.16666666666666
dew_point_f_window_24_std,307812.09501314163,1832,51302.015835523605,305.3333333333333
dew_point_f_window_12_mean,297977.3435225487,1073,49662.890587091446,178.83333333333334
pressure_in_window_96_mean,293869.6164422035,1676,48978.26940703392,279.3333333333333
pressure_in_lag_16,292624.681784153,945,48770.78029735883,157.5
dew_point_f_window_48_std,291522.77098941803,1772,48587.128498236336,295.3333333333333
pressure_in_lag_48,286648.837079525,1537,47774.80617992083,256.1666666666667
dew_point_f_window_12_std,286416.84904909134,1830,47736.14150818189,305.0
pressure_in_window_12_mean,286131.4453754425,1167,47688.57422924042,194.5
wind_speed_mph_window_48_delta_from_mean,285640.239982605,1634,47606.706663767494,272.3333333333333
temperature_f_window_24_min,284686.4280462265,727,47447.738007704414,121.16666666666667
humidity_pct_window_48_mean,284320.02610206604,1439,47386.67101701101,239.83333333333334
humidity_pct_lag_4,282883.1099100113,543,47147.184985001884,90.5
humidity_pct_window_48_min,275653.2648534775,1102,45942.21080891291,183.66666666666666
pressure_in_window_48_mean,272553.0931558609,1351,45425.515525976814,225.16666666666666
pressure_in_window_3_mean,271945.3378210068,722,45324.22297016779,120.33333333333333
pressure_in_window_6_std,270151.34529972076,1542,45025.224216620125,257.0
pressure_in_window_24_min,263578.3248653412,677,43929.7208108902,112.83333333333333
dew_point_f_window_48_mean,263488.23750448227,1164,43914.70625074705,194.0
dew_point_f_window_6_min,262546.83820438385,564,43757.80636739731,94.0
humidity_pct_window_96_min,250881.08107757568,1208,41813.51351292928,201.33333333333334
temperature_f_window_96_delta_from_mean,250329.24863433838,1628,41721.5414390564,271.3333333333333
dew_point_f_window_24_mean,243105.80480623245,1053,40517.63413437208,175.5
wind_speed_mph_window_12_delta_from_mean,239919.91228961945,1781,39986.652048269905,296.8333333333333
wind_speed_mph_window_24_delta_from_mean,238260.42952728271,1622,39710.071587880455,270.3333333333333
temperature_f_lag_96,234779.4814901352,1248,39129.9135816892,208.0
minute_cos_t0,233991.828956604,980,38998.638159434,163.33333333333334
pressure_in_window_12_max,230091.42997074127,818,38348.571661790214,136.33333333333334
temperature_f_lag_72,226415.9660615921,1178,37735.994343598686,196.33333333333334
pressure_in_window_12_min,224566.90667533875,533,37427.81777922312,88.83333333333333
temperature_f_window_96_min,223960.10789203644,829,37326.68464867274,138.16666666666666
humidity_pct_lag_12,221597.26097726822,971,36932.8768295447,161.83333333333334
wind_speed_mph_window_6_min,221069.86887931824,694,36844.97814655304,115.66666666666667
humidity_pct_window_12_min,220096.71243333817,886,36682.78540555636,147.66666666666666
humidity_pct_window_3_mean,219518.6562473774,864,36586.44270789623,144.0
wind_speed_mph_window_6_delta_from_mean,218197.09027528763,1682,36366.181712547936,280.3333333333333
dew_point_f_window_96_max,217767.33904266357,805,36294.556507110596,134.16666666666666
pressure_in_window_96_max,213659.6851158142,991,35609.94751930237,165.16666666666666
pressure_in_window_6_min,211582.15772914886,513,35263.69295485815,85.5
dew_point_f_window_6_std,210776.97083711624,1478,35129.49513951937,246.33333333333334
pressure_in_window_96_min,203643.15563631058,1057,33940.525939385094,176.16666666666666
wind_speed_mph_window_48_max,200083.22545909882,888,33347.204243183136,148.0
wind_speed_mph_window_12_min,199207.3011279106,738,33201.21685465177,123.0
cond_mist_t0,196353.98267173767,358,32725.663778622944,59.666666666666664
pressure_in_window_3_std,194471.3912525177,931,32411.898542086285,155.16666666666666
wind_speed_mph_window_24_max,192965.04080677032,854,32160.84013446172,142.33333333333334
pressure_in_lag_96,192474.72376298904,1243,32079.12062716484,207.16666666666666
pressure_in_lag_12,189565.20319843292,743,31594.200533072155,123.83333333333333
humidity_pct_window_6_min,187634.55690956116,752,31272.426151593525,125.33333333333333
pressure_in_window_48_min,181897.3221988678,695,30316.220366477966,115.83333333333333
humidity_pct_t0,179411.28805494308,840,29901.881342490513,140.0
dew_point_f_window_96_min,179215.1015033722,764,29869.183583895367,127.33333333333333
humidity_pct_lag_6,175779.60492181778,667,29296.600820302963,111.16666666666667
pressure_in_lag_72,173234.82495331764,1009,28872.47082555294,168.16666666666666
wind_speed_mph_window_96_max,171158.23739099503,860,28526.372898499172,143.33333333333334
dew_point_f_window_12_min,169836.03444576263,554,28306.005740960438,92.33333333333333
cond_cloudy_t0,167760.61140441895,531,27960.101900736492,88.5
humidity_pct_lag_32,167259.23386335373,1234,27876.53897722562,205.66666666666666
humidity_pct_lag_96,167093.88166856766,1263,27848.98027809461,210.5
pressure_in_lag_2,164637.84570217133,541,27439.64095036189,90.16666666666667
dew_point_f_window_24_min,160193.32674646378,631,26698.887791077297,105.16666666666667
humidity_pct_window_12_max,159851.20140218735,756,26641.86690036456,126.0
pressure_in_window_6_max,158093.08417224884,541,26348.847362041473,90.16666666666667
humidity_pct_lag_72,157719.1867761612,1194,26286.5311293602,199.0
humidity_pct_lag_24,157098.73820018768,1171,26183.123033364613,195.16666666666666
temperature_f_lag_32,155664.34486198425,891,25944.057476997375,148.5
dew_point_f_lag_48,154918.10934066772,808,25819.684890111286,134.66666666666666
cond_light_t0,153494.87333106995,274,25582.478888511658,45.666666666666664
wind_speed_mph_lag_2,148429.648727417,604,24738.274787902832,100.66666666666667
humidity_pct_window_3_min,148086.70386600494,492,24681.117311000824,82.0
temperature_f_lag_3,147684.0449028015,387,24614.00748380025,64.5
humidity_pct_lag_48,147567.790412426,1133,24594.63173540433,188.83333333333334
dew_point_f_window_48_min,146603.49001026154,621,24433.915001710255,103.5
minute_t0,145324.38239765167,793,24220.730399608612,132.16666666666666
pressure_in_lag_8,143797.74479293823,627,23966.29079882304,104.5
humidity_pct_window_24_max,143196.68662834167,725,23866.114438056946,120.83333333333333
pressure_in_lag_6,141731.22417020798,560,23621.870695034664,93.33333333333333
humidity_pct_window_6_std,140126.34481859207,1232,23354.39080309868,205.33333333333334
temperature_f_lag_48,139297.01935768127,888,23216.16989294688,148.0
wind_speed_mph_window_24_min,139179.65353488922,525,23196.608922481537,87.5
temperature_f_lag_8,138342.38300323486,593,23057.06383387248,98.83333333333333
pressure_in_window_48_max,132873.2356157303,718,22145.53926928838,119.66666666666667
dew_point_f_window_3_std,132628.75260400772,818,22104.792100667953,136.33333333333334
pressure_in_lag_32,131504.28742218018,819,21917.38123703003,136.5
pressure_in_window_3_max,130190.91909694672,446,21698.486516157787,74.33333333333333
dew_point_f_window_48_max,127417.99579143524,538,21236.332631905872,89.66666666666667
pressure_in_lag_4,126725.07457065582,511,21120.84576177597,85.16666666666667
dew_point_f_lag_96,126630.74132537842,788,21105.123554229736,131.33333333333334
wind_speed_mph_window_3_std,126379.46679449081,1023,21063.24446574847,170.5
pressure_in_window_3_min,125781.81742095947,395,20963.63623682658,65.83333333333333
wind_speed_mph_window_3_delta_from_mean,125285.34598731995,1252,20880.890997886658,208.66666666666666
cond_partly_cloudy_t0,124989.83930969238,380,20831.63988494873,63.333333333333336
wind_speed_mph_window_3_min,123731.17781019211,546,20621.862968365353,91.0
temperature_f_window_48_min,122431.35875225067,536,20405.226458708446,89.33333333333333
humidity_pct_window_48_max,121150.36653995514,538,20191.72775665919,89.66666666666667
pressure_in_window_24_max,120407.02844572067,626,20067.838074286778,104.33333333333333
dew_point_f_lag_72,119979.06049156189,816,19996.510081926983,136.0
pressure_in_t0,119560.4901509285,529,19926.748358488083,88.16666666666667
dew_point_f_window_6_max,116401.84526014328,392,19400.307543357212,65.33333333333333
humidity_pct_lag_8,114997.23672676086,773,19166.206121126812,128.83333333333334
pressure_in_lag_3,111542.4321899414,408,18590.405364990234,68.0
humidity_pct_window_3_max,111010.07919883728,395,18501.67986647288,65.83333333333333
dew_point_f_lag_3,106615.93372964859,349,17769.322288274765,58.166666666666664
dew_point_f_window_12_max,105525.04080200195,377,17587.50680033366,62.833333333333336
dew_point_f_window_24_max,104816.47367572784,433,17469.412279287975,72.16666666666667
wind_speed_mph_lag_1,104463.10515403748,405,17410.517525672913,67.5
humidity_pct_lag_3,102944.43111562729,391,17157.40518593788,65.16666666666667
wind_speed_mph_lag_6,100008.4292974472,611,16668.071549574535,101.83333333333333
humidity_pct_window_3_delta_from_mean,96832.154774189,1191,16138.692462364832,198.5
wind_speed_mph_lag_12,95463.72648477554,634,15910.621080795923,105.66666666666667
wind_speed_mph_lag_8,90879.23238992691,667,15146.538731654486,111.16666666666667
temperature_f_lag_6,84139.65604019165,447,14023.276006698608,74.5
humidity_pct_lag_2,84021.19933891296,401,14003.53322315216,66.83333333333333
temperature_f_lag_4,82751.38864421844,421,13791.898107369741,70.16666666666667
dew_point_f_lag_32,80861.79595756531,512,13476.965992927551,85.33333333333333
wind_speed_mph_lag_4,78276.24625968933,484,13046.041043281555,80.66666666666667
humidity_pct_window_96_max,74559.88536548615,366,12426.647560914358,61.0
wind_speed_mph_lag_3,71698.65200567245,406,11949.775334278742,67.66666666666667
dew_point_f_lag_24,70790.08587360382,483,11798.347645600637,80.5
humidity_pct_lag_1,66132.89016151428,262,11022.14836025238,43.666666666666664
wind_speed_mph_window_48_min,65790.81175994873,391,10965.135293324789,65.16666666666667
cond_mostly_cloudy_t0,60557.480251312256,414,10092.91337521871,69.0
wind_speed_mph_lag_96,56077.6992688179,590,9346.28321146965,98.33333333333333
dew_point_f_lag_16,55355.31913805008,380,9225.886523008347,63.333333333333336
humidity_pct_window_3_std,54488.802361011505,674,9081.467060168585,112.33333333333333
wind_speed_mph_lag_32,54298.09663105011,539,9049.682771841684,89.83333333333333
wind_speed_mph_lag_72,52977.352476119995,533,8829.558746019999,88.83333333333333
wind_speed_mph_window_96_min,52064.41055393219,293,8677.401758988699,48.833333333333336
dew_point_f_lag_4,51338.15135192871,269,8556.358558654785,44.833333333333336
wind_speed_mph_lag_24,50528.70332098007,472,8421.45055349668,78.66666666666667
minute_sin_t0,47775.895983695984,408,7962.649330615997,68.0
dew_point_f_lag_8,47276.31359386444,289,7879.3855989774065,48.166666666666664
dew_point_f_lag_12,46650.23543930054,335,7775.039239883423,55.833333333333336
pressure_in_lag_1,45260.00647544861,171,7543.334412574768,28.5
dew_point_f_lag_6,42825.33974647522,262,7137.556624412537,43.666666666666664
wind_speed_mph_lag_16,41594.06561565399,482,6932.344269275665,80.33333333333333
wind_speed_mph_lag_48,41472.32210159302,445,6912.053683598836,74.16666666666667
cond_drizzle_t0,11001.230876922607,32,1833.5384794871013,5.333333333333333
cond_smoke_t0,2817.577367782593,61,469.59622796376544,10.166666666666666
cond_vicinity_t0,380.4714689254761,22,63.411911487579346,3.6666666666666665
cond_windy_t0,236.18319511413574,5,39.36386585235596,0.8333333333333334
cond_heavy_t0,89.16940116882324,4,14.861566861470541,0.6666666666666666
cond_shower_t0,72.79210090637207,2,12.132016817728678,0.3333333333333333
cond_haze_t0,11.053199768066406,1,1.8421999613444011,0.16666666666666666
cond_dust_t0,0.0,0,0.0,0.0
wind_dir_missing_t0,0.0,0,0.0,0.0
