rank,trial_id,trial_source,search_metric,search_score,val_mae,val_rmse,val_mape,val_r2,best_iterations,learning_rate,num_leaves,max_depth,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,min_gain_to_split
1,0,baseline,mae,2.118131637573242,2.118131637573242,2.907020384704903,3.5839929580688477,0.9488382134935013,"[562, 589, 411, 430, 292, 348]",0.02,255,8,40,0.7,1.0,3,0.1,0.0,0.1
