rank,gru_weight,lightgbm_weight,val_mae,val_rmse,val_mape,val_r2
23,0.29,0.71,2.7824966283480332,3.6372968682253295,4.68570332729529,0.9197606372698093
24,0.52,0.48,2.7826433702243305,3.637784098581565,4.674961492928493,0.9197391390676155
25,0.28,0.72,2.7835630092131054,3.638734740654012,4.68792135889176,0.9196971853295434
26,0.53,0.47,2.7837624594576766,3.6392641265404255,4.6763041140743,0.9196738177184631
27,0.27,0.73,2.7847279496773014,3.6402935588703142,4.690296378369355,0.9196283678355516
28,0.54,0.45999999999999996,2.784953072607182,3.6408650475161615,4.6777632536914435,0.919603130815585
29,0.26,0.74,2.7859829691160427,3.6419731675745,4.692811145339542,0.919554184787834
30,0.55,0.44999999999999996,2.7862225704431305,3.6425867021109233,4.6793528667252415,0.9195270783589811
31,0.25,0.75,2.787307774834242,3.643773399730317,4.695438470549867,0.9194746361863908
32,0.56,0.43999999999999995,2.7875783672993864,3.6444289192184085,4.681086923761199,0.9194456603486513
33,0.24,0.76,2.788731232562239,3.645694076647339,4.698224862599335,0.9193897220312217
34,0.5700000000000001,0.42999999999999994,2.7890154807103236,3.646391516108116,4.682956398934398,0.9193588767845958
35,0.23,0.77,2.7902323812234324,3.647735008068761,4.701135605803572,0.9192994423223269
36,0.58,0.42000000000000004,2.7905584226136244,3.648474298515023,4.6849987777649735,0.9192667276668146
37,0.22,0.78,2.791820377068038,3.6498959922645713,4.704183734020321,0.9192037970597062
38,0.59,0.41000000000000003,2.7922098976619707,3.6506770607345964,4.687212028166521,0.9191692129953076
39,0.21,0.79,2.793513828862236,3.652176816129965,4.707397039397129,0.9191027862433598
40,0.6,0.4,2.793961576900481,3.6529995857230193,4.689585159900559,0.9190663327700748
41,0.2,0.8,2.795309705641958,3.6545772552889195,4.7107710192702115,0.9189964098732878
42,0.61,0.39,2.7957975298365767,3.6554416452025285,4.692101728943668,0.9189580869911163
43,0.19,0.81,2.7971809776178995,3.657097074202794,4.714263061668811,0.9188846679494899
44,0.62,0.38,2.7977448001687684,3.658002999771739,4.694798666761572,0.918844475658432
45,0.18,0.8200000000000001,2.7991267547924377,3.659736026283841,4.717870730628241,0.9187675604719662
46,0.63,0.37,2.7998151778933336,3.6606833990208405,4.697694822051972,0.9187254987720219
47,0.17,0.83,2.801146555769046,3.662493854013505,4.721592139035232,0.9186450874407168
48,0.64,0.36,2.8019827319017794,3.6634825816515306,4.700744224643483,0.918601156331886
49,0.16,0.84,2.803259045684418,3.665370289065378,4.725467200508323,0.9185172488557416
50,0.65,0.35,2.804244504346211,3.6664002756015623,4.703943258107027,0.9184714483380244
51,0.15,0.85,2.8054539046788305,3.668365052432676,4.729474991903667,0.9183840447170406
52,0.66,0.33999999999999997,2.806606003231002,3.669436198173762,4.707312566515913,0.9183363747904371
53,0.14,0.86,2.8077171943086006,3.6714778545600977,4.733595373528309,0.9182454750246138
54,0.67,0.32999999999999996,2.809059165802964,3.6725900561693887,4.7108295187911775,0.9181959356891239
55,0.13,0.87,2.8100732171413947,3.674708395479934,4.737865441813301,0.9181015397784614
56,0.68,0.31999999999999995,2.8115765079667456,3.675861546025679,4.714446276357853,0.918050131034085
57,0.12,0.88,2.8125013481581416,3.6780563649522633,4.742254064716823,0.9179522389785831
58,0.6900000000000001,0.30999999999999994,2.814163771812092,3.6792503539574435,4.718174587331388,0.9178989608253203
59,0.11,0.89,2.81502900082997,3.6815214426091094,4.746800228490066,0.9177975726249791
60,0.7000000000000001,0.29999999999999993,2.8168820631889333,3.6827561561025606,4.722113772052133,0.9177424250628299
61,0.1,0.9,2.817630667867741,3.6851032981023915,4.751465520340272,0.9176375407176494
62,0.71,0.29000000000000004,2.8196798980739577,3.686378618671216,4.72617836415093,0.9175805237466137
63,0.09,0.91,2.820338227291325,3.688801591255518,4.756298006384111,0.9174721432565938
64,0.72,0.28,2.82257200469787,3.690117398098731,4.730395460213488,0.9174132568766716
65,0.08,0.92,2.823138994565755,3.6926159722184786,4.761283982673403,0.9173013802418124
66,0.73,0.27,2.825552333949747,3.6939721412018334,4.7347593393949685,0.9172406244530039
67,0.07,0.9299999999999999,2.8260079928683806,3.6965460816262596,4.766383567521023,0.9171252516733053
68,0.74,0.26,2.828598007011239,3.697942485338195,4.739231078024058,0.9170626264756104
69,0.06,0.94,2.8289563017942743,3.7005915507604383,4.771615131465672,0.9169437575510725
70,0.75,0.25,2.8317065928360896,3.702028058569093,4.743801150894097,0.9168792629444911
71,0.05,0.95,2.8319979975854,3.7047520017137847,4.776994563071354,0.9167568978751138
72,0.76,0.24,2.8348852321566507,3.7062284798250267,4.748478658532279,0.916690533859646
73,0.04,0.96,2.8351464888693068,3.7090270475577154,4.782537867440153,0.9165646726454294
74,0.77,0.22999999999999998,2.838155693430826,3.7105433590741215,4.753302375135725,0.9164964392210753
75,0.03,0.97,2.8383883114639112,3.713416292512431,4.788227366317305,0.9163670818620193
76,0.78,0.21999999999999997,2.8415389249233627,3.7149722974931674,4.758311875246268,0.9162969790287787
77,0.02,0.98,2.841717828152464,3.7179193321195783,4.794059811999256,0.9161641255248834
78,0.79,0.20999999999999996,2.8450187106684948,3.7195148876411173,4.763475565095787,0.9160921532827564
79,0.01,0.99,2.8451478296601103,3.7225357534172687,4.800049908015847,0.9159558036340216
80,0.8,0.19999999999999996,2.848591893144107,3.7241707136348925,4.7687893497002145,0.9158819619830082
81,0.0,1.0,2.8486802462771315,3.72726513511729,4.806206816668248,0.9157421161894341
82,0.81,0.18999999999999995,2.852251062288836,3.728939351327317,4.774241695706056,0.9156664051295343
83,0.8200000000000001,0.17999999999999994,2.8559727017992556,3.73382036848703,4.779799966799947,0.9154454827223347
84,0.8300000000000001,0.16999999999999993,2.85978587162184,3.7388133249802,4.785508214119245,0.9152191947614093
85,0.84,0.16000000000000003,2.8636941596397816,3.7439177729538935,4.791377166076691,0.9149875412467581
86,0.85,0.15000000000000002,2.8676929597471332,3.7491332570209135,4.797404860615504,0.9147505221783812
87,0.86,0.14,2.8717698942538186,3.754459314445969,4.803569890266286,0.9145081375562785
88,0.87,0.13,2.8759169085248466,3.759895475333006,4.809849008575772,0.91426038738045
89,0.88,0.12,2.8801701103274953,3.765441262813534,4.816304264858226,0.9140072716508957
90,0.89,0.10999999999999999,2.8845196590927933,3.7710961932358096,4.8229195191455165,0.9137487903676157
91,0.9,0.09999999999999998,2.8889603015387078,3.776859776354703,4.82968642199271,0.9134849435306099
92,0.91,0.08999999999999997,2.893472548576638,3.7827315155221153,4.836577835095113,0.9132157311398784
93,0.92,0.07999999999999996,2.898044730618033,3.788710907877776,4.843572914240571,0.912941153195421
94,0.93,0.06999999999999995,2.902671320511544,3.794797444540288,4.850664287522841,0.912661209697238
95,0.9400000000000001,0.05999999999999994,2.9073870859500763,3.8009906107982716,4.857887891405663,0.9123759006453291
96,0.9500000000000001,0.04999999999999993,2.912229173316841,3.807289886301461,4.865317945244436,0.9120852260396946
97,0.96,0.040000000000000036,2.9171583106280052,3.8136947452516203,4.872894498713809,0.9117891858803342
98,0.97,0.030000000000000027,2.922151941078927,3.8202046565931402,4.8805721482238225,0.911487780167248
99,0.98,0.020000000000000018,2.9272097959321965,3.8268190842031795,4.8883585253929285,0.9111810089004361
100,0.99,0.010000000000000009,2.932349880749564,3.8335374870812293,4.896280601709653,0.9108688720798984
101,1.0,0.0,2.9375850732230875,3.8403593195379684,4.904365666974439,0.9105513697056349
