rank,gru_weight,lightgbm_weight,val_mae,val_rmse,val_mape,val_r2
1,0.4,0.6,2.776312067687912,3.6294951591305793,4.670388596637606,0.9201044820668346
2,0.41000000000000003,0.59,2.7763520180745798,3.6295163899543934,4.669980177344234,0.9201035473623914
3,0.39,0.61,2.7763721113615922,3.629595800089412,4.670956270946328,0.9201000512175521
4,0.42,0.5800000000000001,2.7764711989027453,3.629659490422276,4.6697017620018055,0.9200972471042225
5,0.38,0.62,2.776562748928628,3.6298183026937796,4.671736264248893,0.9200902548145438
6,0.43,0.5700000000000001,2.7766671228644375,3.6299244461210307,4.669551480437951,0.9200855812923278
7,0.37,0.63,2.7768550239455183,3.63016264453598,4.672685712802129,0.9200750928578096
8,0.44,0.56,2.7769402661537326,3.630311230370106,4.669522728931884,0.9200685499267072
9,0.36,0.64,2.7772559941161,3.6306287909490034,4.673808963662685,0.9200545653473498
10,0.45,0.55,2.7772987800558164,3.630819804235017,4.669630829104083,0.9200461530073609
11,0.35000000000000003,0.6499999999999999,2.777731756666087,3.631216695023976,4.675058969809883,0.9200286722831642
12,0.46,0.54,2.77776383754358,3.6314501165469366,4.6699055210016525,0.9200183905342889
13,0.34,0.6599999999999999,2.7783040559888104,3.63192629763374,4.676471019706471,0.9199974136652528
14,0.47000000000000003,0.53,2.77832051604198,3.6322021039284107,4.670327770870325,0.9199852625074911
15,0.33,0.6699999999999999,2.778963319106571,3.632757527462556,4.678030352499242,0.9199607894936156
16,0.48,0.52,2.779013393345844,3.6330756908251773,4.670974362945325,0.9199467689269675
17,0.32,0.6799999999999999,2.7797257206053496,3.6337103010418783,4.6797511996369545,0.9199187997682527
18,0.49,0.51,2.7797951015479367,3.634070789544057,4.671765318913736,0.9199029097927182
19,0.31,0.69,2.7805798511014483,3.6347845227921716,4.681620698999411,0.919871444489164
20,0.5,0.5,2.780669675893937,3.6351873002968564,4.672705172788941,0.9198536851047431
21,0.3,0.7,2.7815079123927955,3.6359800850707122,4.683612512138531,0.9198187236563495
22,0.51,0.49,2.781619422850197,3.63642511125025,4.6737705168645,0.9197990948630422
