rank,horizon_step,gru_weight,lightgbm_weight,val_mae,val_rmse,val_mape,val_r2
134,2,0.52,0.48,1.630558239281799,2.215500742433563,2.7787359935260185,0.9703190691794629
135,2,0.19,0.81,1.6312402530551278,2.2129909622092208,2.778603225864185,0.9703862778408243
136,2,0.53,0.47,1.6315106542261937,2.216799722415348,2.780352890282594,0.9702842542620993
137,2,0.18,0.8200000000000001,1.6322367100540107,2.21413930452832,2.7802015117834378,0.9703555361756645
138,2,0.54,0.45999999999999996,1.6325029377607965,2.218169818012812,2.782033589093276,0.9702475112099557
139,2,0.17,0.83,1.6332942187301958,2.215359019111743,2.781902009811987,0.9703228663757245
140,2,0.55,0.44999999999999996,1.633551679953252,2.2196108975336997,2.78380721795952,0.970208840023032
141,2,0.16,0.84,1.6344003711847452,2.2166499881414463,2.78368550105377,0.9702882684410046
142,2,0.56,0.43999999999999995,1.6346555621563974,2.2211228228134643,2.7856705882181854,0.9701682407013281
143,2,0.15,0.85,1.6355533988652016,2.218012087198881,2.7855446775957993,0.9702517423715045
144,2,0.5700000000000001,0.42999999999999994,1.6358201814512274,2.222705449280332,2.7876336577325502,0.9701257132448442
145,2,0.14,0.86,1.6367455942195794,2.2194451853241004,2.7874685125821324,0.9702132881672242
146,2,0.58,0.42000000000000004,1.6370349647688547,2.2243586260230717,2.7896829076979905,0.9700812576535801
147,2,0.13,0.87,1.6379924558624912,2.2209491450777215,2.7894823095944368,0.9701729058281638
148,2,0.59,0.41000000000000003,1.6382994651179128,2.226082195861408,2.791812425916886,0.970034873927536
149,2,0.12,0.88,1.639300287350977,2.222523822605671,2.791603754304192,0.9701305953543234
150,2,0.6,0.4,1.6396113523971898,2.2278759954189953,2.7940222824890624,0.9699865620667117
151,2,0.11,0.89,1.6406582849323355,2.224169067706662,2.7938123381507878,0.970086356745703
152,2,0.61,0.39,1.6410004151445001,2.2297398551988854,2.7963652088216797,0.9699363220711075
153,2,0.1,0.9,1.6420929430074849,2.225884723902308,2.796154017972031,0.9700401900023023
154,2,0.62,0.38,1.6424446237567274,2.2316735996613946,2.7987990128730105,0.969884153940723
155,2,0.09,0.91,1.643593971646459,2.227670628509816,2.7986040277360056,0.9699920951241217
156,2,0.63,0.37,1.643950609825429,2.233677047304305,2.8013359352857354,0.9698300576755584
157,2,0.08,0.92,1.6451461435024952,2.2295266127171747,2.801134662377423,0.9699420721111608
158,2,0.64,0.36,1.6455003892867903,2.235750010745309,2.803944716296515,0.9697740332756138
159,2,0.07,0.9299999999999999,1.6467710139511218,2.2314525016607574,2.803784679958882,0.9698901209634199
160,2,0.65,0.35,1.6471054962479479,2.237892296806607,2.806647545779641,0.9697160807408891
161,2,0.06,0.94,1.6484437469639766,2.2334481145052645,2.8065104709143442,0.9698362416808989
162,2,0.66,0.33999999999999997,1.6487459973411576,2.240103706601591,2.8094096989127753,0.9696562000713842
163,2,0.05,0.95,1.6501603493074357,2.235513264525917,2.80930903116164,0.9697804342635978
164,2,0.67,0.32999999999999996,1.6504320972628759,2.2423840356235054,2.8122484645332633,0.9695943912670993
165,2,0.04,0.96,1.6519289556855232,2.237647759192822,2.812188354172111,0.9697226987115166
166,2,0.68,0.31999999999999995,1.6521693484094657,2.24473307383601,2.815173788362899,0.9695306543280343
167,2,0.03,0.97,1.6537459282276508,2.2398514002574204,2.8151489018589277,0.9696630350246553
168,2,0.6900000000000001,0.30999999999999994,1.6539631294491337,2.2471506057655546,2.8181889863837326,0.9694649892541892
169,2,0.02,0.98,1.6556161300696102,2.2421239838409313,2.818198654374811,0.9696014432030139
170,2,0.7000000000000001,0.29999999999999993,1.6558156492056486,2.2496364105954703,2.8212968093380733,0.969397396045564
171,2,0.01,0.99,1.6575391057375575,2.2444653005247077,2.8213421598506696,0.9695379232465924
172,2,0.71,0.29000000000000004,1.6577310270861798,2.2521902622616894,2.824509017419593,0.9693278747021586
173,2,0.0,1.0,1.6595001879962978,2.2468751354424077,2.8245495913309435,0.9694724751553908
174,2,0.72,0.28,1.6597076162684037,2.2548119295500055,2.82782132093072,0.9692564252239732
175,2,0.73,0.27,1.6617410138370432,2.2575011761947748,2.831230225120295,0.9691830476110077
176,2,0.74,0.26,1.6638551600840972,2.2602577609789773,2.8347728940890256,0.9691077418632621
177,2,0.75,0.25,1.6660396782331006,2.2630814378355324,2.838433405702073,0.9690305079807363
178,2,0.76,0.24,1.6682769493183456,2.26597195594979,2.8421791055105343,0.9689513459634305
179,2,0.77,0.22999999999999998,1.6705643972050408,2.268929059863095,2.8460066619210287,0.9688702558113446
180,2,0.78,0.21999999999999997,1.6729020199879254,2.2719524895773393,2.849917883210675,0.9687872375244786
181,2,0.79,0.20999999999999996,1.6753078454133725,2.275041980660412,2.853947764850126,0.9687022911028325
182,2,0.8,0.19999999999999996,1.6777743090063655,2.2781972643524444,2.8580807823572036,0.9686154165464063
183,2,0.81,0.18999999999999995,1.6802768670279926,2.281418067672781,2.8622723687954994,0.9685266138551999
184,2,0.8200000000000001,0.17999999999999994,1.6828515614122213,2.284704113527567,2.8665822623123183,0.9684358830292136
185,2,0.8300000000000001,0.16999999999999993,1.6854902742090185,2.288055120817875,2.8709976464474254,0.968343224068447
186,2,0.84,0.16000000000000003,1.6881762273254342,2.2914708045482812,2.8754902222285885,0.9682486369729004
187,2,0.85,0.15000000000000002,1.6909014421657826,2.2949508759358075,2.880050914761486,0.9681521217425737
188,2,0.86,0.14,1.6936882163442852,2.298495042519136,2.8847202821126756,0.9680536783774669
189,2,0.87,0.13,1.6965540085517905,2.3021030082680256,2.8895203957447197,0.96795330687758
190,2,0.88,0.12,1.6994749515203158,2.3057744736928365,2.89440786359368,0.967851007242913
191,2,0.89,0.10999999999999999,1.7024385250965512,2.3095091359540874,2.899367460072202,0.9677467794734659
192,2,0.9,0.09999999999999998,1.7054379979121574,2.3133066889719673,2.904387590357875,0.9676406235692386
193,2,0.91,0.08999999999999997,1.708501578039326,2.3171668235357226,2.9095138936575906,0.9675325395302313
194,2,0.92,0.07999999999999996,1.7116294853675886,2.3210892274128434,2.9147513147186594,0.967422527356444
195,2,0.93,0.06999999999999995,1.7148089534617341,2.325073585457975,2.920077749180381,0.9673105870478764
196,2,0.9400000000000001,0.05999999999999994,1.7180479685692576,2.329119579721486,2.9255092920540067,0.9671967186045288
197,2,0.9500000000000001,0.04999999999999993,1.7213267859586323,2.333226889557617,2.931008783551931,0.9670809220264012
198,2,0.96,0.040000000000000036,1.7246491935391999,2.3373951917321483,2.9365814410061675,0.9669631973134933
199,2,0.97,0.030000000000000027,1.728023526992547,2.3416241605295154,2.942245830932735,0.9668435444658054
200,2,0.98,0.020000000000000018,1.7314453115177029,2.3459134678593068,2.9479951422572186,0.9667219634833375
201,2,0.99,0.010000000000000009,1.7349181036150079,2.350262783362094,2.953830247652222,0.9665984543660894
202,2,1.0,0.0,1.7384445184496349,2.3546717745145136,2.9597630916661553,0.9664730171140612
203,3,0.45,0.55,1.9770402166547985,2.6669234498791528,3.3554495679503185,0.9569863951973048
204,3,0.44,0.56,1.9770505104040768,2.666596661707851,3.355446056403423,0.9569969357893621
205,3,0.46,0.54,1.977101667113991,2.6673325440320834,3.355570732940758,0.9569731979952305
206,3,0.43,0.5700000000000001,1.9771299939386593,2.6663522097804457,3.3555541618624534,0.9570048197714024
207,3,0.47000000000000003,0.53,1.977223520894789,2.6678239063033162,3.3557905268229695,0.9569573441831393
208,3,0.42,0.5800000000000001,1.9772870216477307,2.666190116744145,3.355785458780124,0.9570100471434257
209,3,0.48,0.52,1.977397370886999,2.6683974912459694,3.3560965568056313,0.9569388337610312
210,3,0.41000000000000003,0.59,1.9775108811476103,2.666110397620609,3.356124833742539,0.9570126179054322
211,3,0.49,0.51,1.9776278155467653,2.669053245850588,3.356497031242495,0.9569176667289061
212,3,0.4,0.6,1.9778003478587254,2.666113059798996,3.3565636155267127,0.9570125320574218
213,3,0.5,0.5,1.9779254611828572,2.669791109569588,3.35700853252612,0.9568938430867642
214,3,0.39,0.61,1.9781715919946878,2.6661981030325346,3.35712940523703,0.9570097895993944
215,3,0.51,0.49,1.9782707938266737,2.6706110143451336,3.357599908820219,0.9568673628346052
216,3,0.38,0.62,1.9786154493842507,2.666365519438639,3.357808428170808,0.95700439053135
217,3,0.52,0.48,1.9786842621718075,2.671512884640415,3.3583035683408173,0.9568382259724293
218,3,0.37,0.63,1.9791335624151152,2.666615293502563,3.358612866430999,0.9569963348532887
219,3,0.53,0.47,1.9791632992757466,2.6724966374742993,3.3591104961441633,0.9568064325002366
220,3,0.54,0.45999999999999996,1.9797100581361358,2.6735621824593117,3.3600263085105873,0.9567719824180267
221,3,0.36,0.64,1.979718924750449,2.666947402084584,3.3595263505804875,0.9569856225652105
222,3,0.55,0.44999999999999996,1.9803199955515955,2.674709421842911,3.361049684723342,0.9567348757258001
223,3,0.35000000000000003,0.6499999999999999,1.980362398683891,2.66736181443072,3.3605426310019357,0.9569722536671154
224,3,0.56,0.43999999999999995,1.9810036555440256,2.6759382505520106,3.3621910301743796,0.9566951124235564
225,3,0.34,0.6599999999999999,1.9810619907938425,2.6678584921869546,3.361647391803635,0.9569562281590032
226,3,0.5700000000000001,0.42999999999999994,1.981770342432331,2.677248556240707,3.3634689976970806,0.9566526925112958
227,3,0.33,0.6699999999999999,1.9818168139055279,2.668437389416966,3.362844198341429,0.9569375460408741
228,3,0.58,0.42000000000000004,1.9826176077781568,2.678640219341153,3.3648776596136782,0.9566076159890183
229,3,0.32,0.6799999999999999,1.9826392871165128,2.669098452623338,3.364154566675682,0.9569162073127282
230,3,0.31,0.69,1.983513086168329,2.66984162077222,3.3655474181658187,0.9568922119745652
231,3,0.59,0.41000000000000003,1.9835453470756301,2.6801131131175358,3.366412280251435,0.9565598828567239
232,3,0.3,0.7,1.9844426249639182,2.6706668253214314,3.367029363074356,0.9568655600263853
233,3,0.6,0.4,1.9845730926207779,2.681667103723092,3.3681066543691176,0.9565094931144125
234,3,0.29,0.71,1.985432172601993,2.6715739902519537,3.36861503323286,0.9568362514681885
235,3,0.61,0.39,1.9856843980667989,2.683302050260108,3.3699338025225694,0.9564564467620841
236,3,0.28,0.72,1.9864671610527802,2.6725630321028016,3.3702752794274655,0.9568042862999748
237,3,0.62,0.38,1.9868565316175262,2.6850178048428437,3.3718613971033915,0.9564007437997388
238,3,0.27,0.73,1.9875558395007766,2.6736338600092138,3.3720234026987588,0.9567696645217441
239,3,0.63,0.37,1.9880896954723501,2.6868142126633057,3.3738867808946327,0.9563423842273766
240,3,0.26,0.74,1.9887057757414706,2.6747863757441444,3.3738692324137003,0.9567323861334964
241,3,0.64,0.36,1.989393628543063,2.688691112059821,3.3760278760954625,0.9562813680449974
242,3,0.25,0.75,1.9899041121288532,2.67602047376299,3.3757961831896472,0.9566924511352318
243,3,0.65,0.35,1.990765886918226,2.690648334588318,3.378282565729889,0.9562176952526014
244,3,0.24,0.76,1.991154511646917,2.6773360412515235,3.377810759357865,0.9566498595269504
245,3,0.66,0.33999999999999997,1.9921972357649236,2.6926857050962667,3.3806341324226463,0.9561513658501883
246,3,0.23,0.77,1.9924588340391407,2.6787329581769694,3.379914527778726,0.9566046113086519
247,3,0.67,0.32999999999999996,1.9936911487189284,2.6948030417991866,3.38308318588795,0.9560823798377583
248,3,0.22,0.78,1.993825084199086,2.68021109734218,3.3821154069993034,0.9565567064803365
249,3,0.68,0.31999999999999995,1.9952504302233114,2.6970001563596533,3.385633308537423,0.9560107372153114
250,3,0.21,0.79,1.9952582097005456,2.681770324442846,3.384429665001009,0.9565061450420042
251,3,0.2,0.8,1.9967787880784622,2.683410498127686,3.386892113095527,0.9564529269936549
252,3,0.6900000000000001,0.30999999999999994,1.9968543795977838,2.699276853968728,3.388258606935773,0.9559364379828476
253,3,0.19,0.81,1.9983630938189074,2.6851314700615583,3.3894654705520453,0.9563970523352886
254,3,0.7000000000000001,0.29999999999999993,1.998526115160369,2.7016329334297278,3.3909987587573935,0.9558594821403668
255,3,0.18,0.8200000000000001,2.0000144007096226,2.6869330849914164,3.392145034769455,0.9563385210669055
256,3,0.71,0.29000000000000004,2.0002697577466337,2.704068187244248,3.3938642482732644,0.955779869687869
257,3,0.17,0.83,2.0017260612445162,2.688815180815058,3.3949202767188615,0.9562773331885054
258,3,0.72,0.28,2.0020760921739997,2.706582401700371,3.396835252241238,0.9556976006253542
259,3,0.16,0.84,2.0035013336747722,2.6907775886525838,3.397800084467605,0.9562134887000884
260,3,0.73,0.27,2.003944007084181,2.7091753569629597,3.3999115043867496,0.9556126749528226
261,3,0.15,0.85,2.005349197159152,2.692820132920502,3.4007952131573966,0.9561469876016544
262,3,0.74,0.26,2.005874728291765,2.711846827165961,3.4030904867006786,0.9555250926702741
263,3,0.14,0.86,2.0072368689685987,2.6949426314084026,3.4038551702668713,0.9560778298932034
264,3,0.75,0.25,2.0078804329371587,2.714596580506628,3.4063982578518557,0.9554348537777085
265,3,0.13,0.87,2.0091812007958327,2.6971448953581225,3.4070044362215475,0.9560060155747355
266,3,0.76,0.24,2.0099905573376122,2.7174243793415744,3.409893625805079,0.9553419582751261
267,3,0.12,0.88,2.0111812481676092,2.699426729545328,3.4102400253882954,0.9559315446462507
268,3,0.77,0.22999999999999998,2.012184093749374,2.720329980284576,3.413526266463607,0.9552464061625268
269,3,0.11,0.89,2.01323841066183,2.7017879323634326,3.4135709877451554,0.955854417107749
270,3,0.78,0.21999999999999997,2.0144298199136594,2.723313134306024,3.417242707885514,0.9551481974399104
271,3,0.1,0.9,2.0153426603867413,2.704228295909766,3.41697989137256,0.9557746329592303
272,3,0.79,0.20999999999999996,2.0167367985592066,2.726373586833946,3.4210681519467814,0.9550473321072771
273,3,0.09,0.91,2.0175211846297616,2.706747606073917,3.42050902531092,0.9556921922006947
274,3,0.8,0.19999999999999996,2.019116663035932,2.7295110778565035,3.4250163926602823,0.9549438101646269
275,3,0.08,0.92,2.019785774394014,2.70934564262816,3.4241790011525324,0.9556070948321421
276,3,0.81,0.18999999999999995,2.0215674494680664,2.732725342025873,3.429081949512209,0.9548376316119598
277,3,0.07,0.9299999999999999,2.0221490501677626,2.712022179319888,3.4280061251116387,0.9555193408535726
278,3,0.8200000000000001,0.17999999999999994,2.0240679506945427,2.7360161087634243,3.433231514218374,0.9547287964492757
279,3,0.06,0.94,2.024588080207917,2.7147769839659515,3.431955755255258,0.9554289302649862
280,3,0.8300000000000001,0.16999999999999993,2.026612486899452,2.739383102366107,3.437455121258241,0.9546173046765747
281,3,0.05,0.95,2.027099840994962,2.7176098185488327,3.4360215149330067,0.9553358630663827
282,3,0.84,0.16000000000000003,2.0292096414856666,2.7428260421139434,3.4417679586342573,0.9545031562938566
