rank,horizon_step,gru_weight,lightgbm_weight,val_mae,val_rmse,val_mape,val_r2
1,1,0.16,0.84,1.1756166102602998,1.6162978358858056,2.010875556830545,0.9841857057329298
2,1,0.17,0.83,1.1756448745155919,1.6161520078605895,2.0109910576283236,0.9841885592457128
3,1,0.15,0.85,1.175688831862933,1.6165316656494917,2.0109179711941034,0.9841811296949085
4,1,0.18,0.8200000000000001,1.175745045297682,1.6160942053963159,2.011219279086423,0.9841896902332575
5,1,0.14,0.86,1.1758615761887103,1.6168534589711459,2.0111111561936466,0.9841748311316487
6,1,0.19,0.81,1.1759274499776773,1.6161244379379767,2.0115805327637624,0.9841890986955637
7,1,0.13,0.87,1.1761119850004353,1.617263163343386,2.0114224234488045,0.9841668100431505
8,1,0.2,0.8,1.1761939438734197,1.61624270054537,2.0120743462810733,0.9841867846326315
9,1,0.12,0.88,1.1764340875592743,1.617760711974738,2.011848818943624,0.9841570664294139
10,1,0.21,0.79,1.176531827457356,1.6164489738971337,2.0126854449763933,0.984182748044461
11,1,0.11,0.89,1.1768178669332214,1.6183460238439809,2.0123686946986243,0.9841456002904391
12,1,0.22,0.78,1.1769371635688086,1.6167432243065258,2.013403857104086,0.9841769889310522
13,1,0.1,0.9,1.177277043430367,1.619019003765951,2.0130103601364655,0.9841324116262258
14,1,0.23,0.77,1.1774282306690709,1.6171254037489127,2.014255596523054,0.9841695072924049
15,1,0.09,0.91,1.177842483291859,1.6197795424686718,2.0138256507367105,0.984117500436774
16,1,0.24,0.76,1.1779962565022088,1.617595449900921,2.015230718257659,0.9841603031285192
17,1,0.08,0.92,1.178514560296909,1.6206275166816726,2.0148257884567444,0.984100866722084
18,1,0.25,0.75,1.178642852430996,1.6181532861911758,2.0163256389024315,0.9841493764393952
19,1,0.07,0.9299999999999999,1.1792792162296923,1.621562789235325,2.015972421821418,0.9840825104821556
20,1,0.26,0.74,1.179371817890392,1.6187988218625242,2.017548146932093,0.9841367272250328
21,1,0.06,0.94,1.1801130062611356,1.6225852091710153,2.017230057862776,0.9840624317169887
22,1,0.27,0.73,1.18018380714132,1.6195319520456364,2.0189062277471646,0.9841223554854319
23,1,0.05,0.95,1.1810127728349933,1.623694611861943,2.0185988487962465,0.9840406304265835
24,1,0.28,0.72,1.1810637202616567,1.6203525578438354,2.0203693759302475,0.9841062612205927
25,1,0.04,0.96,1.181988846246437,1.624890819144327,2.020085568457667,0.9840171066109399
26,1,0.29,0.71,1.1820102678613011,1.621260506429003,2.0219383748253055,0.9840884444305151
27,1,0.3,0.7,1.1830273277841585,1.6222556511483799,2.02361938220581,0.9840689051151992
28,1,0.03,0.97,1.183032447468011,1.6261736394587742,2.0216783880782287,0.9839918602700579
29,1,0.31,0.69,1.1841218910593236,1.6233378316420575,2.0254298189941773,0.9840476432746449
30,1,0.02,0.98,1.1841370695420943,1.6275428680015547,2.023368831157347,0.9839648914039375
31,1,0.32,0.6799999999999999,1.1852907202793577,1.6245068739709532,2.027354099416631,0.9840246589088522
32,1,0.01,0.99,1.1853280018625132,1.6289982868855066,2.0251987154718614,0.9839362000125788
33,1,0.33,0.6699999999999999,1.1865531097833348,1.6257625907550208,2.029426330138212,0.983999952017821
34,1,0.0,1.0,1.186583988536408,1.6305396653102806,2.0271382121417347,0.9839057860959817
35,1,0.34,0.6599999999999999,1.1878951313730466,1.6271047813214532,2.0316246103388576,0.9839735226015516
36,1,0.35000000000000003,0.6499999999999999,1.189305850500525,1.6285332318626011,2.033934540902015,0.9839453706600436
37,1,0.36,0.64,1.190791547145495,1.630047715603326,2.0363578331879926,0.9839154961932974
38,1,0.37,0.63,1.1923525653980038,1.6316479929774836,2.0388961900446074,0.9838838992013128
39,1,0.38,0.62,1.1939941273677672,1.6333338118132306,2.041560669686705,0.9838505796840897
40,1,0.39,0.61,1.195709403632017,1.6351049075268176,2.044340456421507,0.9838155376416283
41,1,0.4,0.6,1.1975173329765616,1.6369610033245403,2.0472734154029695,0.9837787730739286
42,1,0.41000000000000003,0.59,1.199418911435104,1.6389018104124926,2.0503547915915377,0.9837402859809904
43,1,0.42,0.5800000000000001,1.2013977409452055,1.640927028213767,2.0535593366268543,0.9837000763628139
44,1,0.43,0.5700000000000001,1.2034505289247157,1.64303634459273,2.056874360017812,0.9836581442193989
45,1,0.44,0.56,1.2055722769483916,1.645229436086005,2.0602957242958144,0.9836144895507456
46,1,0.45,0.55,1.207763977736728,1.6475059681397712,2.0638293402516545,0.9835691123568538
47,1,0.46,0.54,1.210053315915936,1.6498655953530013,2.0675242618761356,0.9835220126377238
48,1,0.47000000000000003,0.53,1.2124152607643244,1.6523079617262395,2.071330309311225,0.9834731903933553
49,1,0.48,0.52,1.2148404174350909,1.6548327009155284,2.0752388624964917,0.9834226456237485
50,1,0.49,0.51,1.2173304272791774,1.657439436491091,2.0792481235655824,0.9833703783289033
51,1,0.5,0.5,1.219895278814581,1.6601277822003593,2.083372554963234,0.9833163885088196
52,1,0.51,0.49,1.2225372514894568,1.6628973422349682,2.0876195916417704,0.9832606761634977
53,1,0.52,0.48,1.2252533646337813,1.6657477115012993,2.091979655119305,0.9832032412929373
54,1,0.53,0.47,1.228069040809514,1.6686784758941933,2.0964853500021494,0.9831440838971386
55,1,0.54,0.45999999999999996,1.230943753109096,1.671689212573431,2.101083787813333,0.9830832039761014
56,1,0.55,0.44999999999999996,1.2338930343923415,1.674779490242595,2.1058050613773838,0.9830206015298258
57,1,0.56,0.43999999999999995,1.236911061124069,1.6779488694299274,2.1106342818071706,0.982956276558312
58,1,0.5700000000000001,0.42999999999999994,1.2399873551480896,1.681196902770807,2.115551416056201,0.9828902290615597
59,1,0.58,0.42000000000000004,1.243130424116525,1.6845231352914671,2.1205747595930298,0.982822459039569
60,1,0.59,0.41000000000000003,1.246331492471225,1.6879271046935922,2.125682262942034,0.98275296649234
61,1,0.6,0.4,1.2496023330569757,1.6914083416394305,2.13089593868503,0.9826817514198726
62,1,0.61,0.39,1.252942075368259,1.694966370037076,2.136217545578142,0.9826088138221667
63,1,0.62,0.38,1.2563605597410674,1.6986007073255722,2.1416579482731306,0.9825341536992225
64,1,0.63,0.37,1.2598336374554249,1.7023108647595078,2.147181133788757,0.9824577710510399
65,1,0.64,0.36,1.2633619529711368,1.706096347692782,2.1527860374905314,0.9823796658776189
66,1,0.65,0.35,1.2669494729489732,1.709956655861222,2.1584852587713637,0.9822998381789596
67,1,0.66,0.33999999999999997,1.2705962308420105,1.7138912836637559,2.1642778763767323,0.9822182879550619
68,1,0.67,0.32999999999999996,1.274293515487512,1.7178997204418414,2.1701524439419773,0.9821350152059258
69,1,0.68,0.31999999999999995,1.278053357369082,1.7219814507568814,2.176121763294691,0.9820500199315513
70,1,0.6900000000000001,0.30999999999999994,1.2818780194325898,1.726135954665347,2.182190927383977,0.9819633021319384
71,1,0.7000000000000001,0.29999999999999993,1.2857524260630369,1.7303627079913568,2.188339002002062,0.9818748618070872
72,1,0.71,0.29000000000000004,1.2896760791446367,1.7346611825964666,2.194566742299684,0.9817846989569975
73,1,0.72,0.28,1.2936568521149294,1.739030846646436,2.200883812555398,0.9816928135816695
74,1,0.73,0.27,1.2976983742018362,1.7434711648747523,2.2072996890498535,0.981599205681103
75,1,0.74,0.26,1.3017975408560563,1.747981598842702,2.213804356049061,0.9815038752552983
76,1,0.75,0.25,1.305945597920086,1.7525616071957955,2.220385819145151,0.9814068223042551
77,1,0.76,0.24,1.3101491370351435,1.7572106459163594,2.227058689754333,0.9813080468279736
78,1,0.77,0.22999999999999998,1.3144063922586815,1.7619281685721258,2.233822821675276,0.9812075488264537
79,1,0.78,0.21999999999999997,1.3187077489882255,1.7667136265606602,2.2406564679006076,0.9811053282996953
80,1,0.79,0.20999999999999996,1.3230731137040286,1.771566469349477,2.247586634996127,0.9810013852476986
81,1,0.8,0.19999999999999996,1.3274844249808668,1.7764861447117115,2.254589718622036,0.9808957196704635
82,1,0.81,0.18999999999999995,1.3319422177513784,1.7814720989572213,2.261673912105256,0.9807883315679901
83,1,0.8200000000000001,0.17999999999999994,1.33644578702099,1.7865237771590035,2.2688330907044367,0.9806792209402782
84,1,0.8300000000000001,0.16999999999999993,1.3410080501184183,1.7916406233748317,2.276085888423194,0.9805683877873279
85,1,0.84,0.16000000000000003,1.3456152798057557,1.7968220808640167,2.283406794014546,0.9804558321091393
86,1,0.85,0.15000000000000002,1.3502706605318635,1.8020675922992158,2.2908016303036054,0.9803415539057123
87,1,0.86,0.14,1.3549676455586288,1.8073765999732174,2.2982653584623285,0.980225553177047
88,1,0.87,0.13,1.3597081906642565,1.8127485460006472,2.3058040777845528,0.9801078299231433
89,1,0.88,0.12,1.3645019029541792,1.8181828725145421,2.3134336959153465,0.979988384144001
90,1,0.89,0.10999999999999999,1.3693348736235627,1.8236790218577557,2.3211316565758375,0.9798672158396206
91,1,0.9,0.09999999999999998,1.3742102318652105,1.8292364367691638,2.3288999581686385,0.9797443250100016
92,1,0.91,0.08999999999999997,1.3791337079607742,1.8348545605646487,2.336744245437294,0.9796197116551444
93,1,0.92,0.07999999999999996,1.3840954522920006,1.8405328373128504,2.3446526250005943,0.9794933757750487
94,1,0.93,0.06999999999999995,1.389093908075022,1.8462707120056774,2.3526217536742355,0.9793653173697147
95,1,0.9400000000000001,0.05999999999999994,1.3941378667524833,1.8520676307235835,2.3606626474853663,0.9792355364391422
96,1,0.9500000000000001,0.04999999999999993,1.3992247231638293,1.8579230407956198,2.3687711725921448,0.9791040329833314
97,1,0.96,0.040000000000000036,1.4043552125842074,1.8638363909542797,2.376953150326514,0.9789708070022821
