epoch,train_loss,val_loss
1,0.07464105603334452,0.05394782263946388
2,0.049671061974169324,0.05042213766401643
3,0.04596673729352709,0.04819130998263474
4,0.043639086749084115,0.04946367070779771
5,0.041510381717341505,0.04999099721882198
6,0.040155816671495016,0.04781209191485736
7,0.038892131487120285,0.04837042646537492
8,0.03766415951741828,0.046907545433388896
9,0.03668611296294795,0.047667974365825316
10,0.03567168382848545,0.048896593663891826
11,0.034627269165697847,0.04870287207561073
12,0.03353278494372876,0.048012135452144576
13,0.03250590987275862,0.04989480683956521
14,0.031751930225513106,0.05243477574022597
15,0.030823400724520174,0.05012183505736971
16,0.029797464435254495,0.05243761128213857
