epoch,train_loss,val_loss
1,0.0751868500997447,0.05876847405268607
2,0.04962079215379242,0.049807528096705175
3,0.04594477875189184,0.05031472015501638
4,0.0434817401479433,0.04858904390485861
5,0.04173687826272358,0.04682452832323164
6,0.04043157534634243,0.046966648310027094
7,0.03931157844023368,0.04634713785335544
8,0.03801772486171482,0.04763794237152388
9,0.03689789176566815,0.04757847514375535
10,0.03567320063402594,0.049112042696060204
11,0.034708544490015064,0.04884292085889032
12,0.033671267577178754,0.04727847500064237
13,0.03264642929933633,0.04945773731431309
14,0.03179341575295389,0.04918890147046532
15,0.030821304374541055,0.051071473723468555
