rank,trial_id,trial_source,best_iteration,search_metric,search_score,val_mae,val_rmse,val_mape,val_r2,learning_rate,num_leaves,max_depth,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,min_gain_to_split
1,0,baseline,356,mae,2.8604736798833015,2.8604736798833015,3.7454989117265365,4.817287596034506,0.9150420030490877,0.02,255,8,40,0.7,1.0,3,0.1,0.0,0.1
